Will the value of the FAO Cereals Price Index for October 2022 be higher than it was for September 2022?,2022-09-12T17:00:00Z,2022-11-01T07:01:00Z,Yes,"['Yes', 'No']","['Business', 'Society', 'Security and Conflict']",454,654,137,237,,https://www.gjopen.com/questions/2532-will-the-value-of-the-fao-cereals-price-index-for-october-2022-be-higher-than-it-was-for-september-2022
107260,2022-11-01T04:16:08Z,1,[96.0],[96.0],
107465,2022-09-28T03:34:32Z,9,[39.0],[0.0],
81456,2022-09-27T22:27:50Z,4,[50.0],[2.0],
107509,2022-09-27T19:46:32Z,4,[40.0],[-8.0],
961,2022-09-27T13:12:53Z,1,[53.0],[53.0],
86367,2022-09-27T12:46:09Z,2,[54.0],[-8.0],
107472,2022-09-27T04:40:21Z,2,[39.0],[-1.0],
107486,2022-09-26T23:43:08Z,2,[48.0],[1.0],
107501,2022-09-26T18:11:14Z,2,[65.0],[10.0]
105209,2022-09-26T14:37:05Z,4,[70.0],[5.0]
107465,2022-09-26T11:44:11Z,8,[39.0],[-3.0],
107549,2022-09-25T19:57:07Z,3,[14.0],[-1.0],"I read the question in inverse by mistake, hence making an edit. The trend of the past few months has been falling, plus the recent grain should further push the prices down."
107549,2022-09-25T19:55:24Z,2,[15.0],[-70.0],
107493,2022-09-25T13:07:18Z,2,[50.0],[-10.0],
107345,2022-09-24T19:58:53Z,2,[65.0],[-10.0],Considering discussion on falling prices for specific index subcomponents
107594,2022-09-24T18:33:09Z,1,[100.0],[100.0],"Even with record harvests in Russia, Ukraine's exports are down 46% and Russia's down 24%. This will push up grain costs as normal harvest restocks are slowed in North Africa and South West Asia."
81495,2022-09-24T17:50:41Z,3,[83.0],[4.0],"Updating with fresh data, September data thus far puts the index back at roughly its July level after a dip in August. Wheat and rice trending up, corn mostly flat this month."
107465,2022-09-24T16:45:33Z,7,[42.0],[-3.0],"Gas prices fell globally this week, now below $4 in U.S. first time since war started."
107531,2022-09-24T13:54:50Z,3,[73.0],[-2.0],
1333,2022-09-23T23:45:58Z,11,[65.0],[-1.0],
107520,2022-09-23T22:34:31Z,2,[51.0],[2.0],
107541,2022-09-23T20:49:30Z,1,[35.0],[35.0]
107578,2022-09-23T20:40:24Z,2,[55.0],[-5.0],
107561,2022-09-23T19:51:10Z,2,[70.0],[0.0],"For the last 12 years, food prices have been higher for October over September."
107463,2022-09-23T19:29:56Z,2,[35.0],[7.0],The FAO Cereals Price Index is constructed from the prices for 5 different types of crops. It is affected by both demand and supply side conditions.
107589,2022-09-23T19:05:24Z,1,[75.0],[75.0],"Prices increase in the second half of the year. With a greater frequency of floods and droughts than previous years (such as in Pakistan) inducing crop failure, I am expecting the index to go up."
107534,2022-09-23T18:50:43Z,2,[73.0],[3.0],"I marginally updated this number to include a higher chance of this happening studying past trends, current inflation rates"
107540,2022-09-23T18:43:08Z,2,[26.0],[6.0],
1333,2022-09-23T18:06:59Z,10,[66.0],[-13.0],
1333,2022-09-23T18:06:39Z,9,[79.0],[-11.0],
107525,2022-09-23T17:51:25Z,2,[30.0],[-40.0],
107527,2022-09-23T17:45:10Z,1,[70.0],[70.0],"Looking at the past, FAO cereals and other food indexes tread higher in the months of September, October and November due to the seasonal adjustment and cyclical cycles of Winter. With the war on Ukraine escalating and relations with Russia deteriorating, the supply of food such as cereals will likely be disrupted."
107525,2022-09-23T17:31:39Z,1,[70.0],[70.0],"The FAO price index in August was 145.2, in July 147.3. Prior to August, the index had been above 160 for 4 months, and even prior to that it was lower than 150. I believe it is likely that the index will decrease."
96618,2022-09-23T17:00:53Z,1,[53.0],[53.0],"After some thinking I think I am quite convinced by the meta analysis proposed by @ctsats (who is commendable in his drive to have people reflect on their forecasts on this Q!), but I would rate it just slightly above 50% given that I would weigh a Monte Carlo simulation (outside view) slightly less than the inside view. That being said, there are a few aspects to this inside view which strike me as quite counterintuitive, so I'm still hugging that 50% quite tightly."
107473,2022-09-23T17:00:45Z,1,[5.0],[5.0],"The FAO cereal price index continue to decline in last five months and with chances of suspension of exports from Black Sea ports being very less, recent UNGA deliberations on food security and call by POTUS, I am inclined to assign just 5 % probability to the index rising in October,2020."
107572,2022-09-23T17:00:26Z,1,[60.0],[60.0],"Given the trend from Aug onwards last year, it does seem that the price goes up in the second half of the year, could be linked to the onset of winters. Also, the numbers are fluctuating and with a +-2% SD - So there is a possibility that it may come down to 145. Hence 60:40"
107478,2022-09-23T16:56:27Z,1,[65.0],[65.0],"I have looked to the actual price indices, given the date proximity of 31 of October, a tight timeline for the event to happen."
107401,2022-09-23T16:27:15Z,3,[25.0],[10.0],Putin escalates in Ukraine and the US winter wheat production forecast is lower than expected.
107475,2022-09-23T16:26:33Z,1,[25.0],[25.0],"This should be lower, but with the recent rise in tensions and Russian threats of escalations (see Putin’s remarks today), I would expect it to go higher and for Russia to use food as a strategic weapon when it suffers strategic losses like what happened in the past week."
107545,2022-09-23T16:25:43Z,4,[19.0],[3.0],Russian situation
107545,2022-09-23T16:13:11Z,3,[16.0],[-7.0],
107470,2022-09-23T16:02:12Z,3,[72.0],[-18.0],I changed my prior based on the new recent events that did not consider previously - the better-than-expected crop harvests and Ukraine's resumed exports of grain.
107503,2022-09-23T15:20:13Z,1,[40.0],[40.0],"Based on these factors, I would assign a 40% probability of the index being higher in October."
107531,2022-09-23T14:29:52Z,2,[75.0],[3.0],
107584,2022-09-23T14:29:47Z,2,[10.0],[-20.0],Updating after discussion with group around stabilizing prices.
107584,2022-09-23T14:13:00Z,1,[30.0],[30.0],"Looking at historical data and considering the ongoing impact of Russia's invasion of Ukraine, I think the value of the FAO Cereals Price Index will be higher in October 2022 than it was in September 2022; however, I'm sticking my probability at 30% given the uncertainty around the Russia-Ukraine war."
107583,2022-09-23T13:55:14Z,1,[30.0],[30.0],I think the FAO cereal price will stay the same or go lower due to the Ukrainian conflict continuing into the later part of the year.
107545,2022-09-23T13:54:00Z,2,[23.0],[5.0],
107582,2022-09-23T13:37:16Z,1,[40.0],[40.0],
107504,2022-09-23T12:48:11Z,2,[35.0],[5.0],
107533,2022-09-23T12:16:53Z,2,[40.0],[0.0]
107578,2022-09-23T10:45:17Z,1,[60.0],[60.0],"Though the FAO Cereals Price index has fallen over the past five months, prices typically rise between September to October as agricultural seasons in many parts of the end or start to end, decreasing available supply. Also, as Russia becomes more militarily aggressive in Ukraine, the bread basket of the world, there will likely be consequences on global food supply chains."
107536,2022-09-23T10:34:01Z,1,[10.0],[10.0],
107544,2022-09-23T05:57:10Z,1,[42.0],[42.0],"Prices fell significantly now for five months in a row, providing a strong ‘base rate’ for further falling from historic market highs [World Bank]. Yet, given the importance of Ukrainian wheat for global price mechanisms, there are considerable risks due to the ongoing conflict in Ukraine. Simultaneously, global supply is forecast to shrink, leading to an additional risk in price increases while prices typically increase in winter [World Bank]."
107545,2022-09-23T04:58:27Z,1,[18.0],[18.0]
107470,2022-09-23T04:38:23Z,2,[90.0],[0.0],
107470,2022-09-23T04:33:09Z,1,[90.0],[90.0],
107549,2022-09-23T03:15:13Z,1,[85.0],[85.0],"The trend of the past few months has been falling, plus the recent grain should further push the prices down."
107577,2022-09-23T00:55:19Z,1,[65.0],[65.0],"The UN FAO released a statement on 9/2 saying they expect a 1.4% reduction in world cereal production due to lower than anticipated production in Europe, NA etc. Although the Russia-Ukraine deal on exporting grains did release some of the pressure on cereal production and led to a decline in the FAO index over the past 5 months, I think this announcement is likely to hit prices again, causing them to rise such that Sept price is higher than the Aug one."
107524,2022-09-23T00:52:46Z,1,[60.0],[60.0],"I chose this rationale because despite food prices historically increasing between the two months; the overall trend has been down. However, a recent press release suggests that production will go down suggesting prices will increase."
107564,2022-09-23T00:47:06Z,1,[25.0],[25.0],"Prices have been falling considerably in the last three months due to improved production prospects, higher seasonal availability, and the resumption of exports from the Black Sea ports in Ukraine. However, Putin may pull out of the grain shipment deal in response to the recent wins of Ukraine and Putin's signaling of increasing military mobilization."
107542,2022-09-22T23:11:26Z,1,[40.0],[40.0],"The price has been down for three consecutive months and now with the opening of Ukrainian ports, greater volumes would be available for sale. The only factor that could torpedo this forecast would be an intense new offensive wave from Russia towards Ukraine. The decision this week by Putin for a partial mobilization of Russians males to be conscripted may signal to enhanced conflict in the areas around the port."
107463,2022-09-22T22:59:57Z,1,[28.0],[28.0],
105369,2022-09-22T20:41:36Z,2,[25.0],[0.0],
107563,2022-09-22T20:01:14Z,2,[30.0],[-40.0],"I wrongly understood how the scoring works and meant to pick this answer the first time. The main reason for this, after analyzing the driving factors, is that the decreasing trend would still continue at least for another 2-3 months."
107539,2022-09-22T19:48:40Z,1,[55.0],[55.0],"While there has been a decrease in the index recently, there is a seasonal price increase in October."
107563,2022-09-22T19:21:48Z,1,[70.0],[70.0],There are many factors at play.
107535,2022-09-22T17:47:01Z,2,[65.0],[-4.0],
107537,2022-09-22T16:42:12Z,1,[38.0],[38.0],"I think there will still be momentum for the Cereals Price Index for October 2022 to go down from what it was in September 2022. However, I think it'll go down less significantly than between July and August. Ukraine is making progress in its advances, even though Russia has made comments about a nuclear threat."
107510,2022-09-22T16:38:22Z,2,[70.0],[5.0],Russia's escalation of the war effort will likely put more pressure on the index
86607,2022-09-22T15:37:04Z,4,[45.0],[2.0],
107509,2022-09-22T11:50:06Z,3,[48.0],[3.0],
107509,2022-09-22T11:47:59Z,2,[45.0],[5.0],
107465,2022-09-22T11:38:08Z,6,[45.0],[10.0],
107499,2022-09-22T05:20:08Z,3,[73.0],[-2.0],
107499,2022-09-22T05:05:28Z,2,[75.0],[5.0],
107480,2022-09-22T02:53:02Z,3,[40.0],[15.0],The Situation in Ukraine has increased the risk to food supplies.
107465,2022-09-22T02:31:21Z,5,[35.0],[-4.0],Dollar is stronger and Putin's speech today makes relationships and agreements seem more tenuous. Next FAO report is out 10/2. New news reports Syria lost 75% of its grain crop. Seems that an adjustment back down is warranted. https://www.reuters.com/markets/commodities/exclusive-climate-change-conflict-decimate-syrias-grain-crop-un-fao-2022-09-20/
107530,2022-09-22T02:25:16Z,1,[80.0],[80.0],"Today (September 21, 2022), Putin gave a reckless message on television that the crisis with Ukraine and with NATO could worsen (https://tinyurl.com/38yh82x7). We know that Putin's war sent global food prices and cereals skyrocketing (https://tinyurl.com/2p8b7p3x), and these prices began to fall when the conflict (at least in the media) had lost ""intensity ."" With Putin's announcement today, I expect there will be months of great tension raising the FAO Cereal Price Index again."
104635,2022-09-22T00:54:48Z,2,[67.0],[-8.0],Bringing my forecast down as the 70% starting rate seems too high when trend over the last few months has been downwards (and didn't feel confident enough in my knowledge to be so far from consensus)
104635,2022-09-22T00:44:57Z,1,[75.0],[75.0],"- Overall trend in index has been upward since since 2019, and since 1990 cereals price in October > September 70% of the time (knowing this reflects upwards trend as well as seasonal variation) = start with 70% base rate"
107567,2022-09-22T00:42:41Z,1,[30.0],[30.0],
107561,2022-09-21T23:14:16Z,1,[70.0],[70.0],
107464,2022-09-21T22:30:45Z,1,[30.0],[30.0],"The FAO cereals price index depends on the prices of wheat, wild rice, corn etc. The current trend of FAO has been declining through this year. There is no evidence of supply disruptions to the market (which could potentially jack up the prices)."
107324,2022-09-21T21:33:26Z,1,[45.0],[45.0],"Throughout the past decade, ~60% of September to October jumps has brought Cereals Price increase (outside view). On the other hand, Covid and Ukraine are causing the Cereals Price Index to drop, and it has been going down over the past five months (updates)."
107485,2022-09-21T20:27:50Z,3,[59.0],[8.0],
107336,2022-09-21T18:48:21Z,1,[70.0],[70.0],"My rationale is that, over the past ten years, the Cereals Price Index was lower in October than in September only once, in 2012. All other years, the October price was higher than for the month of September."
107501,2022-09-21T18:30:27Z,1,[55.0],[55.0],"The Fed has raised the fed funds rate by 2.25 percentage points in less than six months, in order to fight against inflation. I believe in monetary policy as a legitimate and accurate tool to reduce inflation levels."
107500,2022-09-21T17:19:21Z,2,[70.0],[10.0],Putin announced new changes in how he's approaching the war yesterday
107485,2022-09-21T16:19:34Z,2,[51.0],[-4.0],"Updating because drop was only for 3 consecutive months, not 5 and because of news from Putin to call 300K reservists. Further escalation of war could impact wheat supply, and therefore increase price."
107553,2022-09-21T14:59:33Z,1,[25.0],[25.0],
107548,2022-09-21T14:56:56Z,1,[40.0],[40.0],With the war waning down and trade routes opening in Ukraine and the FAO Food Index Price coming down over the year
105209,2022-09-21T14:44:24Z,3,[65.0],[-5.0],
107401,2022-09-21T14:24:12Z,2,[15.0],[5.0],"Russia initiated a partial mobilization of up to 300,000 more Soldiers for the war in Ukraine on Sep. 21."
107547,2022-09-21T03:52:05Z,1,[30.0],[30.0],"Given the trend so far, one could asume that it won't, unless something new happens with the agreements in Europe which is unlikely. However, as the winter comes, Rusia might be emboldened in its actions, so it is possible that the agreements could be affected."
107465,2022-09-21T03:38:49Z,4,[39.0],[0.0],
107520,2022-09-21T01:47:13Z,1,[49.0],[49.0],"I think the value of the FAO Cereals Price Index for October 2022 will be lower than it was for September 2022. A UN News article states that World food (cereals, vegetable oil, dairy, meat and sugar) prices have fallen for a fifth consecutive month. A Barron's article from September 2nd says that the FAO cereals index fell by 1.4 percent, driven by a 5.1 percent drop in international wheat prices. Since shipments of wheat, corn, and sunflower oil from Ukraine have resumed since early August, I believe the FAO Cereals Price Index will continue to fall. However, CNN reports that last Wednesday, Russian President Vladimir Putin Putin threatened to restrict Ukrainian grain exports to European countries. I will keep an eye on the news to see how Russian-Ukraine export conversations change."
107493,2022-09-21T01:02:41Z,1,[60.0],[60.0],"The FAO indices for most of the major food groups have been steadily decreasing May-June peak for the last two months. As Ukraine continues to improve in the war, I expect the index for October to be lower than September. Watch this space."
107540,2022-09-20T22:33:34Z,1,[20.0],[20.0],"In typical months, the price index between September and October. However, the invasion of Ukraine has resulted in a sharp increase in the price of cereals, and the price has decreased every month (sans one) since then. That's around 1 in 7, or about 14%. I would round up (because I could be wrong! It really depends on what happens in the War with Ukraine) at 20%."
107535,2022-09-20T22:10:28Z,1,[69.0],[69.0],"I looked at the FAO data for every year since 1990 and found that in 72% of years, the Cereals Price Index for October was higher than it was in September. I somewhat lowered my prediction, however, given the downward trend in the index over the past several months of 2022."
107345,2022-09-20T22:02:12Z,1,[75.0],[75.0],"Ceral prices in 2022 were much higher than 2021. Altough there s been a steep decline from last months, ceral prices usually retakes the upward trend in the second semester as winter approaches the northern hemisfere. Aloghether considering the global inflation and systemic effects, I found unlikely that the graph will keep going down and cut down to OCt 2021 levels. Nevertheless, I want to know what is the reason of the sudden downfall in the prices for the last months."
81456,2022-09-20T20:39:56Z,3,[48.0],[-1.0],Correcting a slight clerical error from my yesterday forecast; rationale still applies: https://www.gjopen.com/comments/1508949
107534,2022-09-20T20:21:51Z,1,[70.0],[70.0]
107531,2022-09-20T20:19:11Z,1,[72.0],[72.0],
107533,2022-09-20T20:10:36Z,1,[40.0],[40.0],"For the last three years, the FAO Cereals Price Index was always higher in Oct 22 compared to Sep 22. However for this year, given the war in Ukraine, the price index increased significantly in March and has been on the downward curve since, given this, I have kept the probability at around 40%."
107511,2022-09-20T19:54:24Z,2,[50.0],[-10.0],
107508,2022-09-20T19:54:22Z,2,[60.0],[-20.0],
1333,2022-09-20T19:28:04Z,8,[90.0],[1.0],
107521,2022-09-20T19:28:04Z,2,[50.0],[0.0],"In the past, there has been a seasonal increase between September and October. However, cereal prices have been trending down since May. We are working with an unusually high base because of the war in Ukraine and global inflation, so we may not see the seasonal increase that we have seen in previous years."
107342,2022-09-20T19:26:53Z,4,[48.0],[-6.0],Working naturally with a relatively high base might counter act
107342,2022-09-20T19:26:31Z,3,[54.0],[1.0],
107342,2022-09-20T19:25:10Z,2,[53.0],[-4.0],Decided to update - to a 50% because considerations taken might offset each other
107526,2022-09-20T19:09:53Z,1,[30.0],[30.0],"As per data, FAO cereals price index has been declining since June 2022. Based on historic data, I think we can reasonably estimate that the prices will go down. However, given the instability in Russia-Ukraine peace agreements, it may not go down considerably."
107528,2022-09-20T18:54:03Z,1,[40.0],[40.0],"According to the FAO website, there seems to be a recent reduction in prices even though signs of inflation are still evident. I would assume that the downward pressure on prices would continue as global monetary policy tightens, but monthly variations may still be volatile and unpredictable."
107499,2022-09-20T17:20:48Z,1,[70.0],[70.0],"Russia and Ukraine have come to an agreement to allow the transportation of agricultural products through the Black Sea. Initially, the agreement was not respected by Russia, which makes its continued implementation to look shaky. The conflict is extremely likely to continue through at least October and November and therefore the continued implementation of the agreement is in doubt. At least, there will be several episodes in which ships transporting products will have issues crossing the sea. Hence, the price index is unlikely to be below September levels (the agreement was signed in the end of July but as mentioned, its implementation has been partial)."
107511,2022-09-20T17:12:39Z,1,[60.0],[60.0],"Although there has been a decreasing trend in the price of cereals over the past few months following the war in ukraine, the cereal price index has generally been higher in October than in September probably due to seasonality."
107521,2022-09-20T16:30:40Z,1,[50.0],[50.0],
107431,2022-09-20T13:40:52Z,2,[37.0],[15.0],"20 Sep 22 Update - The U.S. Agriculture Department on Sept. 12 lowered its nationwide corn-production estimate to 13.9 billion bushels, 3% lower than its August projection, and 8% below 2021’s total. Soybean-production estimates this month were down 3% from a record projection in August, and down slightly from a year earlier. Agriculture advisory firm Professional Farmers of America Inc. last month cut its outlook for corn yields by 13% in Nebraska and 22% in South Dakota, compared with last year. There was an expectation and a need for US supplies to make up for the decrease in supplies from Ukraine."
107504,2022-09-20T13:39:09Z,1,[30.0],[30.0],"In the past year, FAO indices rose about 29% of months and fell 71% (rough estimations). While I think the trend will probably continue to fall, as we enter this season, prices might rise (as they did from Sep 21 to Oct 21), so I still gave it a 30% chance. External world events should be monitored as well to adjust accordingly based on supply chain impacts."
107516,2022-09-20T12:10:13Z,1,[40.0],[40.0],
107342,2022-09-20T03:40:08Z,1,[57.0],[57.0],I tend to move to a yes -
107502,2022-09-20T03:12:45Z,1,[55.0],[55.0],
96828,2022-09-20T01:41:51Z,9,[53.0],[-2.0],
96828,2022-09-20T01:41:25Z,8,[55.0],[-4.0],
107510,2022-09-20T00:36:52Z,1,[65.0],[65.0],"Noting that they are still above historic average due to the Russia conflict. The July 2022 score for Cereals (a major Ukrainian and Russian crop) was 147.3, which is down from a high of 170.1 in March and 173.5 in May in 2022 but still above ~130-140 in the months before the Russian invasion of Ukraine. The drop in July was likely due to the UN-brokered grain deal reached that months, which reopened grain exports in limited quantities. I foresee the situation in October being very similar as September, meaning the scores will be close."
107465,2022-09-20T00:30:23Z,3,[39.0],[-3.0],"A lot of up and down possibilities. https://www.world-grain.com/articles/17428-fao-improved-wheat-outlook-helps-check-world-food-prices. Turkey wheat price fell 0.75% in the past week. FAO raised its forecast for world wheat production from its last report in July to 777 million tonnes, a negligible drop from 2021, thanks to expected record harvests in the Russian Federation and positive weather conditions in North America. Australia is also expecting its third straight bumper crop. Global rice production is expected to drop by 2.1% from its all-time high reached in 2021. https://www.world-grain.com/articles/17428-fao-improved-wheat-outlook-helps-check-world-food-prices"
107509,2022-09-19T23:42:54Z,1,[40.0],[40.0],
107508,2022-09-19T22:12:18Z,1,[80.0],[80.0],The trend seems to follow other commodities and other 2022 trends.
107431,2022-09-19T21:23:13Z,1,[22.0],[22.0],"FAO Cereals Price Index usually rise slightly in the fall over the last 4 years. Overall prices were substantially higher in the beginning months of 2022 and researchers attribute it to the Russia-Ukraine conflict. Since the summer, FAO prices fell marking a different patter than the previous several years in the summer months. Even though inflation has been high, the downward trend persisted. I think the trend will continue to decrease but at a slower rate."
107500,2022-09-19T16:44:49Z,1,[60.0],[60.0],"Given Russia losing the war, some counteractions will probably follow - impacting the prices."
34959,2022-09-19T16:39:45Z,1,[52.0],[52.0],
107485,2022-09-19T16:24:13Z,1,[55.0],[55.0],"Since 2019, the FAO Food Price Index increased from September to October, even when decreases in the Index preceded the increase. However, we've seen the Food Index and Cereal Index drop for 5 consecutive months, which is uncommon. Therefore, I set my initial that October will have a higher Cereal Index than September."
81456,2022-09-19T14:40:52Z,2,[49.0],[-1.0],
107401,2022-09-19T13:32:43Z,1,[10.0],[10.0],"Shipments of grain through the Black Sea are increasing. Additionally, other countries such as China and India are growing more and more grain to help address global supply."
105209,2022-09-19T13:22:53Z,2,[70.0],[5.0],
107487,2022-09-19T02:46:50Z,1,[50.0],[50.0],I'm highly uncertain about the situation because it is incredibly volatile in Ukraine - while grain shipments are happening again there are many factors at play including other crop harvests. It is possibility that Russia may stop cooperation with Ukraine again after the recent victories on Ukraine's eastern borders making farming harder too.
107486,2022-09-19T02:21:27Z,1,[47.0],[47.0],Complete Guess!
107296,2022-09-18T23:36:42Z,1,[40.0],[40.0],"Since 1990, the Cereal Price index has recorded month-on-month increases 48 percent of the time. However, in Octobers since 1990, it has increased in 72 percent of months. But, prices have been gradually falling from elevated levels that they reached soon after Russia's invasion of Ukraine. This lowers the likelihood of a price increase in October relative to September."
107481,2022-09-18T19:47:36Z,1,[80.0],[80.0],"The FAO cereals price index depends on the prices of a few select kinds of cereal. The clearing price is based on supply and demand. While the demand of cereals continues to rise, in part based on the increasing population, the supply seems to be shaky. The three major exporters of wheat for instance (a component of the price index) are Russia, Canada, and the US. In Russia, production has fallen and reports suggest that Russia may also make it harder for Ukraine to export to continue pressure on Western powers. Canada has had record production which might help however, the US has been undergoing some of its own internal strike-related issues. Historically too prices in October have been higher than in September."
1333,2022-09-18T18:34:11Z,7,[89.0],[-5.0],
107465,2022-09-18T18:17:08Z,2,[42.0],[-3.0],Minor adjustment in the no direction.
86607,2022-09-18T17:20:50Z,3,[43.0],[-7.0],
107479,2022-09-18T17:14:40Z,1,[40.0],[40.0],"The FAO Cereals Price Index has decreased by 1.4% since August. This decrease was due in part to a 5.1% decrease [1] in international wheat prices, a factor which may cause the index to continue to decrease in the coming months. Further, the general Food Price Index has been decreasing for the last 5 months. Nevertheless, the FAO released a cereal production forecast on September 2nd that predicts a decline in production, which may lead to increased prices. In 2019, 2020, and 2021, the Price Index increased between September and October. This leads me to estimate that there is a 40% chance the FAO Cereals Price Index will be higher in October than it was in September 2022."
107480,2022-09-18T17:06:38Z,2,[25.0],[-55.0],"FAO has had six months of decline, is currently (1 SEP) at 147.3, and its long-term average is 138.0. While the war in Ukraine has continued to put pressure on food prices, they are normalizing since the price hike back in March. I believe there is a higher than likely chance that prices will continue to drop towards their normal base rate."
107480,2022-09-18T17:05:07Z,1,[80.0],[80.0],
14603,2022-09-18T15:09:40Z,3,[50.0],[-30.0],
106642,2022-09-18T02:17:58Z,1,[65.0],[65.0],
96828,2022-09-18T01:51:58Z,7,[59.0],[4.0],
96828,2022-09-18T01:50:48Z,6,[55.0],[-8.0],
107472,2022-09-17T23:11:46Z,1,[40.0],[40.0],"The FAO Cereals Price Index has dropped every month for five straight months, since March 2022. “Persistent drought conditions in northern hemisphere countries have prompted a significant cutback in FAO’s latest cereal production forecast for 2022” (FAO.org). However, conversely, roughly 60% of the past decade’s September-to-October have been increases. All told, I think lightly less likely than equal."
107399,2022-09-17T22:49:55Z,1,[5.0],[5.0],"I think the probability of the FAO Cereal Price index being higher for October being high than it was in September is low. The FAO Food Price index has dropped each of the last five months (I don't know the exact correlation between the Food Price and Cereal Price indexes, but I assume they are directly related). The Ukraine/Russia grain export deal, reached at the end of July, adds to my belief that the index price will not rise."
107465,2022-09-17T15:02:38Z,1,[45.0],[45.0],"Outside view - 64% of last 22 years, prices rose between Sept and Oct. Middle/inside view - prices were highest ever in the last 22 years - are coming down but agreement between R&U is shaky and big events this week may harm agreement. Recession in US could increase. 55% of Octobers, price index continues in same direction when falling from Aug to Sept. Seems more likely it goes down since falling this summer, but geopolitics increase uncertainty."
45594,2022-09-17T08:07:46Z,1,[60.0],[60.0],
8826,2022-09-16T14:20:50Z,1,[99.0],[99.0],War Baby
105369,2022-09-16T12:21:28Z,1,[25.0],[25.0],"It looks like if it were not for COVID and Ukraine, the index may be close to 100. So, despite some comments about the index appearing to have “bottomed out”, it may have much further to go."
105338,2022-09-16T10:34:45Z,1,[75.0],[75.0],
1333,2022-09-15T21:49:22Z,6,[94.0],[1.0],
104025,2022-09-15T17:47:51Z,1,[15.0],[15.0],cereal price index since June has seen slow decrease following the post-Ukraine invasion jump...The first load of grain was shipped out of the region in September which may help the overall numbers decrease
107136,2022-09-15T17:32:56Z,1,[1.0],[1.0],
107447,2022-09-15T13:38:01Z,1,[60.0],[60.0],
96828,2022-09-15T12:08:29Z,5,[63.0],[-1.0],
96828,2022-09-15T12:08:17Z,4,[64.0],[4.0],
85144,2022-09-15T11:58:21Z,1,[84.0],[84.0],US rail strikes > port disruption.
86607,2022-09-14T20:15:50Z,2,[50.0],[5.0],
1333,2022-09-14T18:10:15Z,5,[93.0],[1.0],
81495,2022-09-14T14:52:46Z,2,[79.0],[-5.0],
691,2022-09-14T12:58:46Z,2,[76.0],[-2.0],
107437,2022-09-14T12:14:26Z,1,[85.0],[85.0],
86554,2022-09-14T08:23:11Z,3,[80.0],[5.0],
81495,2022-09-14T04:50:59Z,1,[84.0],[84.0],"Firstly, a basic outside rate here is % of months with an increase from September to October. 73% of months saw an increase from September to October since 1990. For each year's September and October as % of the annual average, September is 99.2% and October is 100.5%. So its 73% but with a relatively small average change, so individual circumstances can swing a prediction significantly."
86367,2022-09-14T01:42:28Z,1,[62.0],[62.0],
92079,2022-09-14T00:25:12Z,1,[51.0],[51.0],
96828,2022-09-13T22:34:40Z,3,[60.0],[5.0],
107329,2022-09-13T22:11:09Z,1,[60.0],[60.0],
1333,2022-09-13T21:23:57Z,4,[92.0],[1.0],
14603,2022-09-13T21:12:05Z,2,[80.0],[14.0],
1333,2022-09-13T19:08:15Z,3,[91.0],[1.0],
96828,2022-09-13T18:55:41Z,2,[55.0],[4.0],
1646,2022-09-13T18:45:09Z,1,[19.0],[19.0],
107182,2022-09-13T18:26:57Z,1,[30.0],[30.0],
691,2022-09-13T13:50:08Z,1,[78.0],[78.0],
107356,2022-09-13T13:34:40Z,1,[90.0],[90.0],
102121,2022-09-13T09:58:58Z,1,[65.0],[65.0],
14603,2022-09-13T08:18:37Z,1,[66.0],[66.0],
103816,2022-09-13T05:33:16Z,1,[51.0],[51.0],
34815,2022-09-13T03:48:51Z,1,[100.0],[100.0],
99407,2022-09-13T02:38:09Z,1,[20.0],[20.0],
1333,2022-09-13T01:18:54Z,2,[90.0],[-10.0],
96828,2022-09-13T01:11:34Z,1,[51.0],[51.0],"CORRECTION: I have been looking at the FAO Food Index instead of the Cereal Index. More or less shares the same rationale as the Food Index but slightly higher on base rate, with 7 of the past 12 values having been higher than the previous month. Thanks @belikewater for alerting me that I was looking at the wrong thing."
1333,2022-09-13T01:09:22Z,1,[100.0],[100.0],
81456,2022-09-13T00:09:57Z,1,[50.0],[50.0],
86607,2022-09-12T23:21:44Z,1,[45.0],[45.0],Downtrend for 5 month so far. Seems like mean reversion after historically high prices. Probably this continues but I could see it going either way.
105209,2022-09-12T21:56:47Z,1,[65.0],[65.0],
25601,2022-09-12T21:20:22Z,1,[33.0],[33.0],
94737,2022-09-12T20:57:31Z,1,[100.0],[100.0],
86554,2022-09-12T20:22:20Z,2,[75.0],[5.0],
107220,2022-09-12T20:21:54Z,1,[0.0],[0.0],"It will be lower, the world will be more sable and predictable in October than September."
86554,2022-09-12T20:21:52Z,1,[70.0],[70.0],
